站点,站点详情
1. 太平洋小区,泺安路南侧
2. 泺安路,泺安路南侧
3. 大坝,济泺路西侧，齐鲁名车港前
4. 泺口服装城②,济泺路西侧，泺天服装商城门口
5. 动物园④,济泺路西侧，苏宁易购门前
6. 工人新村北村①,"济泺路西侧,与师范路交叉口北行"
7. 工人新村南村②,济泺路西侧，绿地农贸市场对面
8. 长途汽车站,济泺路西侧，济南长途汽车总站北临
9. 制革街①,济泺路西侧163号，四建集团门口北，西2
10. 成丰桥①,济泺路西侧，天桥区文化馆前
11. 天桥南,纬二路西侧，丽山大厦对面
12. 大观园②,经四路纬一路路口东南侧
13. 人民商场,"经四路南侧,林祥大厦北邻"
14. 共青团路,"共青团路南侧,三九药店门口"
15. 趵突泉北门,"共青团路南侧,中国人寿门口"
16. 趵突泉东门,黑虎泉西路南侧
17. 泉城广场北,"黑虎泉西路南侧,泉城广场北1门东行"
18. 黑虎泉,黑虎泉西路南侧
19. 青龙桥南,"黑虎泉北路东侧,护城河西岸"
20. 解放桥,"解放桥北侧,与历山路交叉口西行"
