站点,站点详情
1. 省建筑机械厂,二环西路、二环西高架路、二环西路辅路交叉口（上车站）
2. 二环西路簸箕山南路,二环西路东侧
3. 省建筑机械厂西门,二环西路东侧
4. 前魏华庄,二环西路BRT站台
5. 二环西路刘长山路,二环西路BRT站台
6. 二环西路腊山路,二环西路BRT站台
7. 普照园小区,二环西路BRT站台
8. 腊山立交桥南,二环西路东侧
9. 腊山立交桥,经十路辅路南侧
10. 经十路段兴西路,经十路南侧-舜和国际酒店前
11. 经十路营市西街①,经十路南侧-凯旋新城东北门
12. 营市街经十路,营市街东侧-市立五院西邻
13. 营市街经六路②,槐村街西侧-汉庭酒店门口
14. 槐村街经四路,槐村街东侧
15. 经一纬十二,"经一路南侧,与纬十二路交叉口东行"
16. 西市场,"经一路南侧,西市场门口"
17. 经一纬九,"经一路南侧,顺祥新区门口"
18. 经一纬六,"经一路南侧,纬六路高架桥东侧"
19. 经一纬五,"经一路南侧,与纬五路交叉口东行"
20. 济南站,车站街南侧-铁路交通管理支队执法服务大厅前
